Level1,Level2,Level3,Total
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",1294
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",503
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",5329
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",3900
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",924
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",550
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",3358
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",229
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",215
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",38154
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",18156
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",865
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",215
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",912
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",140
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",4553
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",306
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",761
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",112
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",808
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",1513
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",17373
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",161
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",2666
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",8102
Átfogó tervezési és statisztikai szolgáltatások (0132),Egyéb általános szolgáltatások (0133),"Más szerv részére végzett pénzügyi-gazdálkodási, üzemeltetési, egyéb szolgáltatások (013360)",1857
